unique_id,ds,y
SKU_03,2022-06-05,13.0
SKU_03,2022-06-06,142.0
SKU_03,2022-06-07,96.0
SKU_03,2022-06-08,118.0
SKU_03,2022-06-09,63.0
SKU_03,2022-06-10,95.0
SKU_03,2022-06-11,20.0
SKU_03,2022-06-12,6.0
SKU_03,2022-06-13,140.0
SKU_03,2022-06-14,87.0
SKU_03,2022-06-15,69.0
SKU_03,2022-06-16,17.0
SKU_03,2022-06-17,79.0
SKU_03,2022-06-18,17.0
SKU_03,2022-06-19,19.0
SKU_03,2022-06-20,90.0
SKU_03,2022-06-21,93.0
SKU_03,2022-06-22,99.0
SKU_03,2022-06-23,46.0
SKU_03,2022-06-24,49.0
SKU_03,2022-06-25,13.0
SKU_03,2022-06-26,13.0
SKU_03,2022-06-27,108.0
SKU_03,2022-06-28,94.0
SKU_03,2022-06-29,154.0
SKU_03,2022-06-30,109.0
SKU_03,2022-07-01,90.0
SKU_03,2022-07-02,53.0
SKU_03,2022-07-03,13.0
SKU_03,2022-07-04,101.0
SKU_03,2022-07-05,142.0
SKU_03,2022-07-06,94.0
SKU_03,2022-07-07,145.0
SKU_03,2022-07-08,85.0
SKU_03,2022-07-09,11.0
SKU_03,2022-07-10,13.0
SKU_03,2022-07-11,98.0
SKU_03,2022-07-12,120.0
SKU_03,2022-07-13,109.0
SKU_03,2022-07-14,133.0
SKU_03,2022-07-15,99.0
SKU_03,2022-07-16,3.0
SKU_03,2022-07-17,9.0
SKU_03,2022-07-18,123.0
SKU_03,2022-07-19,106.0
SKU_03,2022-07-20,108.0
SKU_03,2022-07-21,155.0
SKU_03,2022-07-22,132.0
SKU_03,2022-07-23,11.0
SKU_03,2022-07-24,14.0
SKU_03,2022-07-25,84.0
SKU_03,2022-07-26,135.0
SKU_03,2022-07-27,137.0
SKU_03,2022-07-28,69.0
SKU_03,2022-07-29,121.0
SKU_03,2022-07-30,23.0
SKU_03,2022-07-31,16.0
SKU_03,2022-08-01,158.0
SKU_03,2022-08-02,85.0
SKU_03,2022-08-03,95.0
SKU_03,2022-08-04,140.0
SKU_03,2022-08-05,117.0
SKU_03,2022-08-06,18.0
SKU_03,2022-08-07,11.0
SKU_03,2022-08-08,120.0
SKU_03,2022-08-09,188.0
SKU_03,2022-08-10,148.0
SKU_03,2022-08-11,121.0
SKU_03,2022-08-12,143.0
SKU_03,2022-08-13,12.0
SKU_03,2022-08-14,24.0
SKU_03,2022-08-15,138.0
SKU_03,2022-08-16,203.0
SKU_03,2022-08-17,88.0
SKU_03,2022-08-18,96.0
SKU_03,2022-08-19,167.0
SKU_03,2022-08-20,9.0
SKU_03,2022-08-21,11.0
SKU_03,2022-08-22,154.0
SKU_03,2022-08-23,136.0
SKU_03,2022-08-24,112.0
SKU_03,2022-08-25,107.0
SKU_03,2022-08-26,69.0
SKU_03,2022-08-27,16.0
SKU_03,2022-08-28,13.0
SKU_03,2022-08-29,126.0
SKU_03,2022-08-30,116.0
SKU_03,2022-08-31,131.0
SKU_03,2022-09-01,120.0
SKU_03,2022-09-02,106.0
SKU_03,2022-09-03,8.0
SKU_03,2022-09-04,11.0
SKU_03,2022-09-05,103.0
SKU_03,2022-09-06,208.0
SKU_03,2022-09-07,8.0
SKU_03,2022-09-08,102.0
SKU_03,2022-09-09,132.0
SKU_03,2022-09-10,40.0
SKU_03,2022-09-11,21.0
SKU_03,2022-09-12,119.0
SKU_03,2022-09-13,141.0
SKU_03,2022-09-14,121.0
SKU_03,2022-09-15,117.0
SKU_03,2022-09-16,95.0
SKU_03,2022-09-17,17.0
SKU_03,2022-09-18,17.0
SKU_03,2022-09-19,131.0
SKU_03,2022-09-20,123.0
SKU_03,2022-09-21,115.0
SKU_03,2022-09-22,113.0
SKU_03,2022-09-23,93.0
SKU_03,2022-09-24,23.0
SKU_03,2022-09-25,16.0
SKU_03,2022-09-26,101.0
SKU_03,2022-09-27,109.0
SKU_03,2022-09-28,83.0
SKU_03,2022-09-29,116.0
SKU_03,2022-09-30,84.0
SKU_03,2022-10-01,22.0
SKU_03,2022-10-02,7.0
SKU_03,2022-10-03,193.0
SKU_03,2022-10-04,103.0
SKU_03,2022-10-05,137.0
SKU_03,2022-10-06,139.0
SKU_03,2022-10-07,155.0
SKU_03,2022-10-08,22.0
SKU_03,2022-10-09,7.0
SKU_03,2022-10-10,153.0
SKU_03,2022-10-11,147.0
SKU_03,2022-10-12,16.0
SKU_03,2022-10-13,111.0
SKU_03,2022-10-14,87.0
SKU_03,2022-10-15,28.0
SKU_03,2022-10-16,9.0
SKU_03,2022-10-17,136.0
SKU_03,2022-10-18,177.0
SKU_03,2022-10-19,169.0
SKU_03,2022-10-20,118.0
SKU_03,2022-10-21,113.0
SKU_03,2022-10-22,16.0
SKU_03,2022-10-23,13.0
SKU_03,2022-10-24,143.0
SKU_03,2022-10-25,131.0
SKU_03,2022-10-26,116.0
SKU_03,2022-10-27,127.0
SKU_03,2022-10-28,153.0
SKU_03,2022-10-29,18.0
SKU_03,2022-10-30,13.0
SKU_03,2022-10-31,143.0
SKU_03,2022-11-01,137.0
SKU_03,2022-11-02,7.0
SKU_03,2022-11-03,150.0
SKU_03,2022-11-04,134.0
SKU_03,2022-11-05,32.0
SKU_03,2022-11-06,7.0
SKU_03,2022-11-07,167.0
SKU_03,2022-11-08,215.0
SKU_03,2022-11-09,122.0
SKU_03,2022-11-10,126.0
SKU_03,2022-11-11,125.0
SKU_03,2022-11-12,24.0
SKU_03,2022-11-13,10.0
SKU_03,2022-11-14,60.0
SKU_03,2022-11-15,15.0
SKU_03,2022-11-16,83.0
SKU_03,2022-11-17,100.0
SKU_03,2022-11-18,161.0
SKU_03,2022-11-19,33.0
SKU_03,2022-11-20,9.0
SKU_03,2022-11-21,111.0
SKU_03,2022-11-22,89.0
SKU_03,2022-11-23,102.0
SKU_03,2022-11-24,90.0
SKU_03,2022-11-25,104.0
SKU_03,2022-11-26,15.0
SKU_03,2022-11-27,19.0
SKU_03,2022-11-28,122.0
SKU_03,2022-11-29,133.0
SKU_03,2022-11-30,104.0
SKU_03,2022-12-01,126.0
SKU_03,2022-12-02,64.0
SKU_03,2022-12-03,60.0
SKU_03,2022-12-04,23.0
SKU_03,2022-12-05,90.0
SKU_03,2022-12-06,97.0
SKU_03,2022-12-07,136.0
SKU_03,2022-12-08,113.0
SKU_03,2022-12-09,77.0
SKU_03,2022-12-10,20.0
SKU_03,2022-12-11,9.0
SKU_03,2022-12-12,139.0
SKU_03,2022-12-13,110.0
SKU_03,2022-12-14,126.0
SKU_03,2022-12-15,58.0
SKU_03,2022-12-16,95.0
SKU_03,2022-12-17,18.0
SKU_03,2022-12-18,3.0
SKU_03,2022-12-19,86.0
SKU_03,2022-12-20,71.0
SKU_03,2022-12-21,64.0
SKU_03,2022-12-22,68.0
SKU_03,2022-12-23,28.0
SKU_03,2022-12-24,0.0
SKU_03,2022-12-25,1.0
SKU_03,2022-12-26,47.0
SKU_03,2022-12-27,26.0
SKU_03,2022-12-28,42.0
SKU_03,2022-12-29,37.0
SKU_03,2022-12-30,15.0
SKU_03,2022-12-31,6.0
SKU_03,2023-01-01,3.0
SKU_04,2019-01-01,4.0
SKU_04,2019-01-02,43.0
SKU_04,2019-01-03,56.0
SKU_04,2019-01-04,46.0
SKU_04,2019-01-05,14.0
SKU_04,2019-01-06,10.0
SKU_04,2019-01-07,111.0
SKU_04,2019-01-08,67.0
SKU_04,2019-01-09,79.0
SKU_04,2019-01-10,68.0
SKU_04,2019-01-11,75.0
SKU_04,2019-01-12,10.0
SKU_04,2019-01-13,8.0
SKU_04,2019-01-14,74.0
SKU_04,2019-01-15,44.0
SKU_04,2019-01-16,66.0
SKU_04,2019-01-17,48.0
SKU_04,2019-01-18,40.0
SKU_04,2019-01-19,5.0
SKU_04,2019-01-20,1.0
SKU_04,2019-01-21,29.0
SKU_04,2019-01-22,31.0
SKU_04,2019-01-23,37.0
SKU_04,2019-01-24,32.0
SKU_04,2019-01-25,23.0
SKU_04,2019-01-26,9.0
SKU_04,2019-01-27,0.0
SKU_04,2019-01-28,28.0
SKU_04,2019-01-29,42.0
SKU_04,2019-01-30,34.0
SKU_04,2019-01-31,58.0
SKU_04,2019-02-01,70.0
SKU_04,2019-02-02,58.0
SKU_04,2019-02-03,13.0
SKU_04,2019-02-04,50.0
SKU_04,2019-02-05,34.0
SKU_04,2019-02-06,28.0
SKU_04,2019-02-07,23.0
SKU_04,2019-02-08,33.0
SKU_04,2019-02-09,11.0
SKU_04,2019-02-10,3.0
SKU_04,2019-02-11,52.0
SKU_04,2019-02-12,24.0
SKU_04,2019-02-13,50.0
SKU_04,2019-02-14,20.0
SKU_04,2019-02-15,27.0
SKU_04,2019-02-16,8.0
SKU_04,2019-02-17,6.0
SKU_04,2019-02-18,34.0
SKU_04,2019-02-19,25.0
SKU_04,2019-02-20,41.0
SKU_04,2019-02-21,19.0
SKU_04,2019-02-22,19.0
SKU_04,2019-02-23,5.0
SKU_04,2019-02-24,6.0
SKU_04,2019-02-25,43.0
SKU_04,2019-02-26,19.0
SKU_04,2019-02-27,25.0
SKU_04,2019-02-28,30.0
SKU_04,2019-03-01,29.0
SKU_04,2019-03-02,1.0
SKU_04,2019-03-03,5.0
SKU_04,2019-03-04,9.0
SKU_04,2019-03-05,5.0
SKU_04,2019-03-06,44.0
SKU_04,2019-03-07,122.0
SKU_04,2019-03-08,60.0
SKU_04,2019-03-09,8.0
SKU_04,2019-03-10,11.0
SKU_04,2019-03-11,108.0
SKU_04,2019-03-12,88.0
SKU_04,2019-03-13,90.0
SKU_04,2019-03-14,103.0
SKU_04,2019-03-15,79.0
SKU_04,2019-03-16,16.0
SKU_04,2019-03-17,9.0
SKU_04,2019-03-18,75.0
SKU_04,2019-03-19,63.0
SKU_04,2019-03-20,80.0
SKU_04,2019-03-21,67.0
SKU_04,2019-03-22,43.0
SKU_04,2019-03-23,10.0
SKU_04,2019-03-24,4.0
SKU_04,2019-03-25,67.0
SKU_04,2019-03-26,59.0
SKU_04,2019-03-27,67.0
SKU_04,2019-03-28,87.0
SKU_04,2019-03-29,82.0
SKU_04,2019-03-30,18.0
SKU_04,2019-03-31,20.0
SKU_04,2019-04-01,113.0
SKU_04,2019-04-02,82.0
SKU_04,2019-04-03,84.0
SKU_04,2019-04-04,86.0
SKU_04,2019-04-05,77.0
SKU_04,2019-04-06,5.0
SKU_04,2019-04-07,14.0
SKU_04,2019-04-08,66.0
SKU_04,2019-04-09,9.0
SKU_04,2019-04-10,1.0
SKU_04,2019-04-11,3.0
SKU_04,2019-04-12,5.0
SKU_04,2019-04-13,1.0
SKU_04,2019-04-14,0.0
SKU_04,2019-04-15,4.0
SKU_04,2019-04-16,0.0
SKU_04,2019-04-17,27.0
SKU_04,2019-04-18,24.0
SKU_04,2019-04-19,3.0
SKU_04,2019-04-20,4.0
SKU_04,2019-04-21,3.0
SKU_04,2019-04-22,27.0
SKU_04,2019-04-23,53.0
SKU_04,2019-04-24,23.0
SKU_04,2019-04-25,51.0
SKU_04,2019-04-26,82.0
SKU_04,2019-04-27,18.0
SKU_04,2019-04-28,5.0
SKU_04,2019-04-29,45.0
SKU_04,2019-04-30,82.0
SKU_04,2019-05-01,16.0
SKU_04,2019-05-02,90.0
SKU_04,2019-05-03,92.0
SKU_04,2019-05-04,14.0
SKU_04,2019-05-05,7.0
SKU_04,2019-05-06,88.0
SKU_04,2019-05-07,73.0
SKU_04,2019-05-08,81.0
SKU_04,2019-05-09,87.0
SKU_04,2019-05-10,59.0
SKU_04,2019-05-11,12.0
SKU_04,2019-05-12,8.0
SKU_04,2019-05-13,101.0
SKU_04,2019-05-14,77.0
SKU_04,2019-05-15,69.0
SKU_04,2019-05-16,101.0
SKU_04,2019-05-17,58.0
SKU_04,2019-05-18,18.0
SKU_04,2019-05-19,13.0
SKU_04,2019-05-20,78.0
SKU_04,2019-05-21,67.0
SKU_04,2019-05-22,123.0
SKU_04,2019-05-23,75.0
SKU_04,2019-05-24,50.0
SKU_04,2019-05-25,17.0
SKU_04,2019-05-26,5.0
SKU_04,2019-05-27,51.0
SKU_04,2019-05-28,52.0
SKU_04,2019-05-29,51.0
SKU_04,2019-05-30,57.0
SKU_04,2019-05-31,61.0
SKU_04,2019-06-01,24.0
SKU_04,2019-06-02,11.0
SKU_04,2019-06-03,77.0
SKU_04,2019-06-04,59.0
SKU_04,2019-06-05,79.0
SKU_04,2019-06-06,61.0
SKU_04,2019-06-07,50.0
SKU_04,2019-06-08,9.0
SKU_04,2019-06-09,12.0
SKU_04,2019-06-10,78.0
SKU_04,2019-06-11,93.0
SKU_04,2019-06-12,74.0
SKU_04,2019-06-13,72.0
SKU_04,2019-06-14,59.0
SKU_04,2019-06-15,12.0
SKU_04,2019-06-16,14.0
SKU_04,2019-06-17,55.0
SKU_04,2019-06-18,88.0
SKU_04,2019-06-19,79.0
SKU_04,2019-06-20,6.0
SKU_04,2019-06-21,37.0
SKU_04,2019-06-22,7.0
SKU_04,2019-06-23,16.0
SKU_04,2019-06-24,89.0
SKU_04,2019-06-25,85.0
SKU_04,2019-06-26,80.0
SKU_04,2019-06-27,30.0
SKU_04,2019-06-28,52.0
SKU_04,2019-06-29,10.0
SKU_04,2019-06-30,2.0
SKU_04,2019-07-01,69.0
SKU_04,2019-07-02,50.0
SKU_04,2019-07-03,66.0
SKU_04,2019-07-04,51.0
SKU_04,2019-07-05,52.0
SKU_04,2019-07-06,8.0
SKU_04,2019-07-07,3.0
SKU_04,2019-07-08,61.0
SKU_04,2019-07-09,36.0
SKU_04,2019-07-10,50.0
SKU_04,2019-07-11,58.0
SKU_04,2019-07-12,48.0
SKU_04,2019-07-13,6.0
SKU_04,2019-07-14,9.0
SKU_04,2019-07-15,65.0
SKU_04,2019-07-16,51.0
SKU_04,2019-07-17,55.0
SKU_04,2019-07-18,37.0
SKU_04,2019-07-19,51.0
SKU_04,2019-07-20,9.0
SKU_04,2019-07-21,7.0
SKU_04,2019-07-22,76.0
SKU_04,2019-07-23,54.0
SKU_04,2019-07-24,44.0
SKU_04,2019-07-25,46.0
SKU_04,2019-07-26,40.0
SKU_04,2019-07-27,5.0
SKU_04,2019-07-28,2.0
SKU_04,2019-07-29,40.0
SKU_04,2019-07-30,67.0
SKU_04,2019-07-31,61.0
SKU_04,2019-08-01,81.0
SKU_04,2019-08-02,111.0
SKU_04,2019-08-03,15.0
SKU_04,2019-08-04,4.0
SKU_04,2019-08-05,60.0
SKU_04,2019-08-06,73.0
SKU_04,2019-08-07,76.0
SKU_04,2019-08-08,54.0
SKU_04,2019-08-09,58.0
SKU_04,2019-08-10,8.0
SKU_04,2019-08-11,1.0
SKU_04,2019-08-12,62.0
SKU_04,2019-08-13,91.0
SKU_04,2019-08-14,58.0
SKU_04,2019-08-15,114.0
SKU_04,2019-08-16,57.0
SKU_04,2019-08-17,10.0
SKU_04,2019-08-18,8.0
SKU_04,2019-08-19,62.0
SKU_04,2019-08-20,47.0
SKU_04,2019-08-21,41.0
SKU_04,2019-08-22,63.0
SKU_04,2019-08-23,60.0
SKU_04,2019-08-24,6.0
SKU_04,2019-08-25,7.0
SKU_04,2019-08-26,44.0
SKU_04,2019-08-27,43.0
SKU_04,2019-08-28,44.0
SKU_04,2019-08-29,33.0
SKU_04,2019-08-30,50.0
SKU_04,2019-08-31,10.0
SKU_04,2019-09-01,9.0
SKU_04,2019-09-02,73.0
SKU_04,2019-09-03,61.0
SKU_04,2019-09-04,52.0
SKU_04,2019-09-05,65.0
SKU_04,2019-09-06,41.0
SKU_04,2019-09-07,6.0
SKU_04,2019-09-08,8.0
SKU_04,2019-09-09,53.0
SKU_04,2019-09-10,34.0
SKU_04,2019-09-11,53.0
SKU_04,2019-09-12,26.0
SKU_04,2019-09-13,33.0
SKU_04,2019-09-14,8.0
SKU_04,2019-09-15,10.0
SKU_04,2019-09-16,58.0
SKU_04,2019-09-17,48.0
SKU_04,2019-09-18,60.0
SKU_04,2019-09-19,35.0
SKU_04,2019-09-20,45.0
SKU_04,2019-09-21,8.0
SKU_04,2019-09-22,5.0
SKU_04,2019-09-23,50.0
SKU_04,2019-09-24,40.0
SKU_04,2019-09-25,42.0
SKU_04,2019-09-26,44.0
SKU_04,2019-09-27,48.0
SKU_04,2019-09-28,8.0
SKU_04,2019-09-29,10.0
SKU_04,2019-09-30,67.0
SKU_04,2019-10-01,82.0
SKU_04,2019-10-02,98.0
SKU_04,2019-10-03,75.0
SKU_04,2019-10-04,42.0
SKU_04,2019-10-05,5.0
SKU_04,2019-10-06,8.0
SKU_04,2019-10-07,75.0
SKU_04,2019-10-08,80.0
SKU_04,2019-10-09,49.0
SKU_04,2019-10-10,39.0
SKU_04,2019-10-11,87.0
SKU_04,2019-10-12,3.0
SKU_04,2019-10-13,7.0
SKU_04,2019-10-14,69.0
SKU_04,2019-10-15,42.0
SKU_04,2019-10-16,63.0
SKU_04,2019-10-17,58.0
SKU_04,2019-10-18,27.0
SKU_04,2019-10-19,12.0
SKU_04,2019-10-20,7.0
SKU_04,2019-10-21,40.0
SKU_04,2019-10-22,42.0
SKU_04,2019-10-23,65.0
SKU_04,2019-10-24,56.0
SKU_04,2019-10-25,34.0
SKU_04,2019-10-26,5.0
SKU_04,2019-10-27,3.0
SKU_04,2019-10-28,56.0
SKU_04,2019-10-29,80.0
SKU_04,2019-10-30,56.0
SKU_04,2019-10-31,54.0
SKU_04,2019-11-01,67.0
SKU_04,2019-11-02,7.0
SKU_04,2019-11-03,4.0
SKU_04,2019-11-04,54.0
SKU_04,2019-11-05,56.0
SKU_04,2019-11-06,63.0
SKU_04,2019-11-07,50.0
SKU_04,2019-11-08,42.0
SKU_04,2019-11-09,2.0
SKU_04,2019-11-10,7.0
SKU_04,2019-11-11,68.0
SKU_04,2019-11-12,51.0
SKU_04,2019-11-13,60.0
SKU_04,2019-11-14,53.0
SKU_04,2019-11-15,0.0
SKU_04,2019-11-16,2.0
SKU_04,2019-11-17,4.0
SKU_04,2019-11-18,79.0
SKU_04,2019-11-19,49.0
SKU_04,2019-11-20,60.0
SKU_04,2019-11-21,49.0
SKU_04,2019-11-22,70.0
SKU_04,2019-11-23,0.0
SKU_04,2019-11-24,13.0
SKU_04,2019-11-25,73.0
SKU_04,2019-11-26,64.0
SKU_04,2019-11-27,53.0
SKU_04,2019-11-28,57.0
SKU_04,2019-11-29,84.0
SKU_04,2019-11-30,18.0
SKU_04,2019-12-01,13.0
SKU_04,2019-12-02,62.0
SKU_04,2019-12-03,64.0
SKU_04,2019-12-04,85.0
SKU_04,2019-12-05,56.0
SKU_04,2019-12-06,45.0
SKU_04,2019-12-07,10.0
SKU_04,2019-12-08,2.0
SKU_04,2019-12-09,70.0
SKU_04,2019-12-10,49.0
SKU_04,2019-12-11,33.0
SKU_04,2019-12-12,54.0
SKU_04,2019-12-13,58.0
SKU_04,2019-12-14,5.0
SKU_04,2019-12-15,1.0
SKU_04,2019-12-16,29.0
SKU_04,2019-12-17,31.0
SKU_04,2019-12-18,15.0
SKU_04,2019-12-19,10.0
SKU_04,2019-12-20,17.0
SKU_04,2019-12-21,1.0
SKU_04,2019-12-22,6.0
SKU_04,2019-12-23,7.0
SKU_04,2019-12-24,1.0
SKU_04,2019-12-25,2.0
SKU_04,2019-12-26,9.0
SKU_04,2019-12-27,3.0
SKU_04,2019-12-28,3.0
SKU_04,2019-12-29,1.0
SKU_04,2019-12-30,7.0
SKU_04,2019-12-31,3.0
SKU_04,2020-01-01,1.0
SKU_04,2020-01-02,31.0
SKU_04,2020-01-03,46.0
SKU_04,2020-01-04,9.0
SKU_04,2020-01-05,5.0
SKU_04,2020-01-06,76.0
SKU_04,2020-01-07,106.0
SKU_04,2020-01-08,105.0
SKU_04,2020-01-09,68.0
SKU_04,2020-01-10,76.0
SKU_04,2020-01-11,8.0
SKU_04,2020-01-12,11.0
SKU_04,2020-01-13,106.0
SKU_04,2020-01-14,81.0
SKU_04,2020-01-15,159.0
SKU_04,2020-01-16,78.0
SKU_04,2020-01-17,48.0
SKU_04,2020-01-18,8.0
SKU_04,2020-01-19,5.0
SKU_04,2020-01-20,63.0
SKU_04,2020-01-21,80.0
SKU_04,2020-01-22,61.0
SKU_04,2020-01-23,68.0
SKU_04,2020-01-24,47.0
SKU_04,2020-01-25,7.0
SKU_04,2020-01-26,6.0
SKU_04,2020-01-27,61.0
SKU_04,2020-01-28,70.0
SKU_04,2020-01-29,77.0
SKU_04,2020-01-30,99.0
SKU_04,2020-01-31,140.0
SKU_04,2020-02-01,85.0
SKU_04,2020-02-02,13.0
SKU_04,2020-02-03,97.0
SKU_04,2020-02-04,82.0
SKU_04,2020-02-05,92.0
SKU_04,2020-02-06,85.0
SKU_04,2020-02-07,58.0
SKU_04,2020-02-08,10.0
SKU_04,2020-02-09,5.0
SKU_04,2020-02-10,62.0
SKU_04,2020-02-11,58.0
SKU_04,2020-02-12,89.0
SKU_04,2020-02-13,73.0
SKU_04,2020-02-14,54.0
SKU_04,2020-02-15,7.0
SKU_04,2020-02-16,12.0
SKU_04,2020-02-17,55.0
SKU_04,2020-02-18,70.0
SKU_04,2020-02-19,41.0
SKU_04,2020-02-20,39.0
SKU_04,2020-02-21,41.0
SKU_04,2020-02-22,5.0
SKU_04,2020-02-23,1.0
SKU_04,2020-02-24,12.0
SKU_04,2020-02-25,9.0
SKU_04,2020-02-26,33.0
SKU_04,2020-02-27,39.0
SKU_04,2020-02-28,75.0
SKU_04,2020-02-29,13.0
SKU_04,2020-03-01,10.0
SKU_04,2020-03-02,81.0
SKU_04,2020-03-03,74.0
SKU_04,2020-03-04,79.0
SKU_04,2020-03-05,71.0
SKU_04,2020-03-06,52.0
SKU_04,2020-03-07,8.0
SKU_04,2020-03-08,9.0
SKU_04,2020-03-09,70.0
SKU_04,2020-03-10,63.0
SKU_04,2020-03-11,69.0
SKU_04,2020-03-12,84.0
SKU_04,2020-03-13,61.0
SKU_04,2020-03-14,15.0
SKU_04,2020-03-15,9.0
SKU_04,2020-03-16,81.0
SKU_04,2020-03-17,44.0
SKU_04,2020-03-18,53.0
SKU_04,2020-03-19,19.0
SKU_04,2020-03-20,13.0
SKU_04,2020-03-21,4.0
SKU_04,2020-03-22,1.0
SKU_04,2020-03-23,10.0
SKU_04,2020-03-24,4.0
SKU_04,2020-03-25,12.0
SKU_04,2020-03-26,14.0
SKU_04,2020-03-27,7.0
SKU_04,2020-03-28,2.0
SKU_04,2020-03-29,0.0
SKU_04,2020-03-30,14.0
SKU_04,2020-03-31,3.0
SKU_04,2020-04-01,10.0
SKU_04,2020-04-02,7.0
SKU_04,2020-04-03,16.0
SKU_04,2020-04-04,4.0
SKU_04,2020-04-05,1.0
SKU_04,2020-04-06,11.0
SKU_04,2020-04-07,9.0
SKU_04,2020-04-08,14.0
SKU_04,2020-04-09,12.0
SKU_04,2020-04-10,0.0
SKU_04,2020-04-11,1.0
SKU_04,2020-04-12,7.0
SKU_04,2020-04-13,13.0
SKU_04,2020-04-14,16.0
SKU_04,2020-04-15,14.0
SKU_04,2020-04-16,17.0
SKU_04,2020-04-17,21.0
SKU_04,2020-04-18,3.0
SKU_04,2020-04-19,2.0
SKU_04,2020-04-20,21.0
SKU_04,2020-04-21,7.0
SKU_04,2020-04-22,30.0
SKU_04,2020-04-23,20.0
SKU_04,2020-04-24,3.0
SKU_04,2020-04-25,0.0
SKU_04,2020-04-26,0.0
SKU_04,2020-04-27,0.0
SKU_04,2020-04-28,0.0
SKU_04,2020-04-29,0.0
SKU_04,2020-04-30,0.0
SKU_04,2020-05-01,16.0
SKU_04,2020-05-02,10.0
SKU_04,2020-05-03,17.0
SKU_04,2020-05-04,60.0
SKU_04,2020-05-05,62.0
SKU_04,2020-05-06,43.0
SKU_04,2020-05-07,40.0
SKU_04,2020-05-08,23.0
SKU_04,2020-05-09,5.0
SKU_04,2020-05-10,0.0
SKU_04,2020-05-11,28.0
SKU_04,2020-05-12,26.0
SKU_04,2020-05-13,28.0
SKU_04,2020-05-14,34.0
SKU_04,2020-05-15,35.0
SKU_04,2020-05-16,3.0
SKU_04,2020-05-17,3.0
SKU_04,2020-05-18,26.0
SKU_04,2020-05-19,33.0
SKU_04,2020-05-20,40.0
SKU_04,2020-05-21,42.0
SKU_04,2020-05-22,30.0
SKU_04,2020-05-23,7.0
SKU_04,2020-05-24,9.0
SKU_04,2020-05-25,28.0
SKU_04,2020-05-26,28.0
SKU_04,2020-05-27,25.0
SKU_04,2020-05-28,47.0
SKU_04,2020-05-29,33.0
SKU_04,2020-05-30,8.0
SKU_04,2020-05-31,0.0
SKU_04,2020-06-01,55.0
SKU_04,2020-06-02,39.0
SKU_04,2020-06-03,34.0
SKU_04,2020-06-04,64.0
SKU_04,2020-06-05,32.0
SKU_04,2020-06-06,2.0
SKU_04,2020-06-07,11.0
SKU_04,2020-06-08,39.0
SKU_04,2020-06-09,40.0
SKU_04,2020-06-10,27.0
SKU_04,2020-06-11,8.0
SKU_04,2020-06-12,34.0
SKU_04,2020-06-13,6.0
SKU_04,2020-06-14,4.0
SKU_04,2020-06-15,43.0
SKU_04,2020-06-16,38.0
SKU_04,2020-06-17,47.0
SKU_04,2020-06-18,45.0
SKU_04,2020-06-19,39.0
SKU_04,2020-06-20,3.0
SKU_04,2020-06-21,6.0
SKU_04,2020-06-22,48.0
SKU_04,2020-06-23,45.0
SKU_04,2020-06-24,44.0
SKU_04,2020-06-25,43.0
SKU_04,2020-06-26,63.0
SKU_04,2020-06-27,4.0
SKU_04,2020-06-28,6.0
SKU_04,2020-06-29,43.0
SKU_04,2020-06-30,28.0
SKU_04,2020-07-01,55.0
SKU_04,2020-07-02,50.0
SKU_04,2020-07-03,53.0
SKU_04,2020-07-04,5.0
SKU_04,2020-07-05,8.0
SKU_04,2020-07-06,55.0
SKU_04,2020-07-07,58.0
SKU_04,2020-07-08,72.0
SKU_04,2020-07-09,59.0
SKU_04,2020-07-10,43.0
SKU_04,2020-07-11,7.0
SKU_04,2020-07-12,9.0
SKU_04,2020-07-13,44.0
SKU_04,2020-07-14,51.0
SKU_04,2020-07-15,41.0
SKU_04,2020-07-16,71.0
SKU_04,2020-07-17,39.0
SKU_04,2020-07-18,5.0
SKU_04,2020-07-19,13.0
SKU_04,2020-07-20,34.0
SKU_04,2020-07-21,41.0
SKU_04,2020-07-22,42.0
SKU_04,2020-07-23,46.0
SKU_04,2020-07-24,38.0
SKU_04,2020-07-25,7.0
SKU_04,2020-07-26,5.0
SKU_04,2020-07-27,41.0
SKU_04,2020-07-28,35.0
SKU_04,2020-07-29,53.0
SKU_04,2020-07-30,25.0
SKU_04,2020-07-31,44.0
SKU_04,2020-08-01,10.0
SKU_04,2020-08-02,8.0
SKU_04,2020-08-03,42.0
SKU_04,2020-08-04,32.0
SKU_04,2020-08-05,52.0
SKU_04,2020-08-06,54.0
SKU_04,2020-08-07,40.0
SKU_04,2020-08-08,13.0
SKU_04,2020-08-09,6.0
SKU_04,2020-08-10,54.0
SKU_04,2020-08-11,45.0
SKU_04,2020-08-12,35.0
SKU_04,2020-08-13,2.0
SKU_04,2020-08-14,7.0
SKU_04,2020-08-15,0.0
SKU_04,2020-08-16,0.0
SKU_04,2020-08-17,2.0
SKU_04,2020-08-18,4.0
SKU_04,2020-08-19,2.0
SKU_04,2020-08-20,2.0
SKU_04,2020-08-21,0.0
SKU_04,2020-08-22,0.0
SKU_04,2020-08-23,0.0
SKU_04,2020-08-24,0.0
SKU_04,2020-08-25,0.0
SKU_04,2020-08-26,1.0
SKU_04,2020-08-27,0.0
SKU_04,2020-08-28,0.0
SKU_04,2020-08-29,0.0
SKU_04,2020-08-30,0.0
SKU_04,2020-08-31,0.0
SKU_04,2020-09-01,0.0
SKU_04,2020-09-02,0.0
